"","model","case_id","avg_sentence_length","total_sentences","avg_word_length","total_words","unique_tokens","ttr"
"24","claude-3-7-sonnet-20250219","Covid_CCI_2D",19.8260869565217,23,6.14166666666667,480,199,0.414583333333333
"25","claude-3-7-sonnet-20250219","Covid_CCI_3A",20.3,30,6.20537124802528,633,206,0.325434439178515
"26","claude-3-7-sonnet-20250219","Covid_CCI_3B",18.4074074074074,27,6.06457564575646,542,191,0.35239852398524
"27","claude-3-7-sonnet-20250219","Covid_CCI_3C",14.3191489361702,47,6.08806818181818,704,290,0.411931818181818
"28","claude-3-7-sonnet-20250219","Covid_CCI_3D",28.2692307692308,26,5.73164218958611,749,283,0.377837116154873
"29","claude-3-7-sonnet-20250219","Covid_CCI_5A",17.9285714285714,28,6.27342256214149,523,206,0.393881453154876
"30","claude-3-7-sonnet-20250219","Covid_CCI_5B",27.3157894736842,19,6.29532710280374,535,230,0.429906542056075
"31","claude-3-7-sonnet-20250219","Covid_CCI_5C",15.8965517241379,29,6.22903885480573,489,200,0.408997955010225
"32","claude-3-7-sonnet-20250219","Covid_CCI_5D",22.2222222222222,27,6.23756019261637,623,243,0.390048154093098
"33","claude-3-7-sonnet-20250219","Covid_CCI_6A",17.8787878787879,33,6.54173228346457,635,249,0.392125984251968
"34","claude-3-7-sonnet-20250219","Covid_CCI_6B",21.5416666666667,24,6.54593639575972,566,244,0.431095406360424
"35","claude-3-7-sonnet-20250219","Covid_CCI_6C",13.8611111111111,36,6.45247148288973,526,228,0.433460076045627
"36","claude-3-7-sonnet-20250219","Covid_CCI_6D",18.2592592592593,27,6.4171322160149,537,218,0.405959031657356
"37","claude-3-7-sonnet-20250219","Covid_CCI_7A",21.875,24,6.47368421052632,551,201,0.364791288566243
"38","claude-3-7-sonnet-20250219","Covid_CCI_7B",19.9130434782609,23,6.14314928425358,489,203,0.415132924335378
"39","claude-3-7-sonnet-20250219","Covid_CCI_7C",17.8260869565217,23,6.3490990990991,444,223,0.502252252252252
"40","claude-3-7-sonnet-20250219","Covid_CCI_7D",23.6153846153846,13,6.43343653250774,323,158,0.489164086687306
"41","claude-3-7-sonnet-20250219","Covid_CCI_8A",11.85,40,5.96613545816733,502,264,0.525896414342629
"42","claude-3-7-sonnet-20250219","Covid_CCI_8B",25.9375,16,5.86788154897494,439,214,0.4874715261959
"43","claude-3-7-sonnet-20250219","Covid_CCI_8C",19.1,20,6.01488833746898,403,194,0.481389578163772
"44","claude-3-7-sonnet-20250219","Covid_CCI_8D",22.1666666666667,18,6.01382488479263,434,206,0.474654377880184
"45","claude-3-7-sonnet-20250219","Covid_CCI_9A",17,24,6.31468531468532,429,189,0.440559440559441
"46","claude-3-7-sonnet-20250219","Covid_CCI_9B",16.9310344827586,29,6.08893280632411,506,204,0.403162055335968
"47","claude-3-7-sonnet-20250219","Covid_CCI_9C",20.05,20,6.34134615384615,416,166,0.399038461538462
"48","claude-3-7-sonnet-20250219","Covid_CCI_9D",32.2727272727273,22,5.90489130434783,736,253,0.34375
"49","claude-3-7-sonnet-20250219","Covid_DE_1",24.1904761904762,21,6.03809523809524,525,262,0.499047619047619
"50","claude-3-7-sonnet-20250219","Covid_DE_2A",31.7368421052632,19,6.04215851602024,593,287,0.48397976391231
"51","claude-3-7-sonnet-20250219","Covid_DE_3A",19.8148148148148,27,6.21284403669725,545,248,0.455045871559633
"52","claude-3-7-sonnet-20250219","Covid_DE_4A",32.2222222222222,18,5.875,592,275,0.464527027027027
"53","claude-3-7-sonnet-20250219","Covid_DE_5A",21.6206896551724,29,6.20031796502385,629,291,0.462639109697933
"54","claude-3-7-sonnet-20250219","Covid_Pathway_1A",17.8333333333333,30,5.85688073394495,545,229,0.420183486238532
"55","claude-3-7-sonnet-20250219","Covid_Pathway_1B",17.4,30,6.16819012797075,547,227,0.414990859232175
"56","claude-3-7-sonnet-20250219","Covid_Pathway_1C",37.9375,16,5.84547069271758,563,261,0.463587921847247
"57","claude-3-7-sonnet-20250219","Covid_Pathway_2A",18.3125,32,6.16612377850163,614,249,0.405537459283388
"58","claude-3-7-sonnet-20250219","Covid_Pathway_2B",20.1071428571429,28,5.74028268551237,566,276,0.487632508833922
"59","claude-3-7-sonnet-20250219","Covid_Pathway_2C",29.7857142857143,14,5.78153153153153,444,232,0.522522522522523
"60","claude-3-7-sonnet-20250219","Covid_pathway_3A",21.88,25,5.62738301559792,577,245,0.424610051993068
"61","claude-3-7-sonnet-20250219","Covid_pathway_3B",18.9565217391304,23,6.21729490022173,451,162,0.35920177383592
"62","claude-3-7-sonnet-20250219","Covid_pathway_4A",18.9411764705882,34,5.76869806094183,722,307,0.425207756232687
"63","claude-3-7-sonnet-20250219","Covid_pathway_4B",19.7368421052632,19,6.11928934010152,394,166,0.421319796954315
"64","claude-3-7-sonnet-20250219","Covid_pathway_5A",27.9375,16,6.25862068965517,464,219,0.47198275862069
"65","claude-3-7-sonnet-20250219","Covid_pathway_5B",23,19,6.17211328976035,459,186,0.405228758169935
"66","claude-3-7-sonnet-20250219","Covid_pathway_6A",22.375,32,6.03453038674033,724,320,0.441988950276243
"67","claude-3-7-sonnet-20250219","Covid_pathway_6B",16.0238095238095,42,5.85021398002853,701,285,0.406562054208274
"68","claude-3-7-sonnet-20250219","Covid_pathway_7A",25.5263157894737,19,5.8604206500956,523,246,0.470363288718929
"69","claude-3-7-sonnet-20250219","Covid_pathway_7B",15.6896551724138,29,6.38510638297872,470,204,0.434042553191489
"70","claude-3-7-sonnet-20250219","Covid_pathway_8A",25.5294117647059,17,6.17494600431965,463,236,0.509719222462203
"71","claude-3-7-sonnet-20250219","Covid_pathway_8B",26.3,20,6.27389705882353,544,249,0.457720588235294
"72","claude-3-7-sonnet-20250219","Covid_pathway_9A",28.8,15,5.76086956521739,460,232,0.504347826086956
"73","claude-3-7-sonnet-20250219","Covid_pathway_9B",16.975,40,5.35859269282815,739,313,0.423545331529093
"74","claude-3-7-sonnet-20250219","Ghist_ClassifyR_1A",40.1666666666667,12,6.47639484978541,466,188,0.40343347639485
"75","claude-3-7-sonnet-20250219","Ghist_ClassifyR_1B",40.5,14,6.21951219512195,533,189,0.354596622889306
"76","claude-3-7-sonnet-20250219","Ghist_ClassifyR_1C",28.5,24,5.86409155937053,699,248,0.354792560801145
"77","claude-3-7-sonnet-20250219","Ghist_ClassifyR_2A",25.6666666666667,15,6.39378238341969,386,194,0.50259067357513
"78","claude-3-7-sonnet-20250219","Ghist_ClassifyR_2B",17.375,24,6.25229357798165,436,219,0.502293577981651
"79","claude-3-7-sonnet-20250219","Ghist_ClassifyR_2C",17.92,25,5.82795698924731,465,237,0.509677419354839
"80","claude-3-7-sonnet-20250219","Ghist_ClassifyR_3A",25,23,6.08216783216783,572,256,0.447552447552448
"81","claude-3-7-sonnet-20250219","Ghist_ClassifyR_3B",15.6451612903226,31,5.96,500,214,0.428
"82","claude-3-7-sonnet-20250219","Ghist_ClassifyR_3C",21.6818181818182,22,6.54791666666667,480,228,0.475
"83","claude-3-7-sonnet-20250219","Ghist_ClassifyR_4A",24.8888888888889,18,6.2800875273523,457,204,0.446389496717724
"84","claude-3-7-sonnet-20250219","Ghist_ClassifyR_4B",20,22,6.02183406113537,458,214,0.467248908296943
"85","claude-3-7-sonnet-20250219","Kidney_DE_1",29,13,6.15404699738903,383,194,0.506527415143603
"86","claude-3-7-sonnet-20250219","Kidney_DE_2",19.25,36,5.88510638297872,705,296,0.419858156028369
"87","claude-3-7-sonnet-20250219","Kidney_Pathway_3A",19.9032258064516,31,6.20915032679739,612,264,0.431372549019608
"88","claude-3-7-sonnet-20250219","Kidney_Pathway_3B",31.625,16,6.2734693877551,490,225,0.459183673469388
"89","claude-3-7-sonnet-20250219","Kidney_Pathway_3C",16.8571428571429,35,6.71917808219178,584,226,0.386986301369863
"90","claude-3-7-sonnet-20250219","Kidney_Pathway_4A",14.5263157894737,57,6.01643192488263,852,300,0.352112676056338
"91","claude-3-7-sonnet-20250219","Kidney_Pathway_4B",23.875,24,6.29697986577181,596,248,0.416107382550336
"92","claude-3-7-sonnet-20250219","Kidney_Pathway_4C",19.0857142857143,35,6.18070444104135,653,266,0.407350689127106
"93","claude-3-7-sonnet-20250219","Kidney_pathway_1A",21.3913043478261,23,6.31960784313725,510,239,0.468627450980392
"94","claude-3-7-sonnet-20250219","Kidney_pathway_1B",15.4102564102564,39,6.52231404958678,605,239,0.39504132231405
"95","claude-3-7-sonnet-20250219","Kidney_pathway_2",34.1764705882353,17,6.45805369127517,596,246,0.412751677852349
"96","claude-3-7-sonnet-20250219","Kidney_pathway_5A",25.4090909090909,22,6.44957264957265,585,248,0.423931623931624
"97","claude-3-7-sonnet-20250219","Metabric_ClassifyR_4C",20.03125,32,6.46766917293233,665,259,0.389473684210526
"98","claude-3-7-sonnet-20250219","benchmark_SpatialSim_1A",23.7647058823529,34,6.921875,832,333,0.400240384615385
"99","claude-3-7-sonnet-20250219","benchmark_SpatialSim_1B",22.1612903225806,31,6.4692417739628,699,299,0.427753934191702
"100","claude-3-7-sonnet-20250219","benchmark_SpatialSim_1C",20.962962962963,27,6.96385542168675,581,277,0.476764199655766
"101","claude-3-7-sonnet-20250219","benchmark_SpatialSim_1D",20.1515151515152,33,6.48343373493976,664,300,0.451807228915663
"102","claude-3-7-sonnet-20250219","benchmark_SpatialSim_2A",24.2777777777778,18,6.35746606334842,442,224,0.506787330316742
"103","claude-3-7-sonnet-20250219","benchmark_SpatialSim_2B",22.9545454545455,22,6.52140077821012,514,229,0.445525291828794
"104","claude-3-7-sonnet-20250219","benchmark_SpatialSim_2C",22.2142857142857,14,6.44303797468354,316,157,0.496835443037975
"105","claude-3-7-sonnet-20250219","benchmark_SpatialSim_2D",33.6666666666667,15,6.3015873015873,504,210,0.416666666666667
"106","claude-3-7-sonnet-20250219","benchmark_SpatialSim_3A",20.9047619047619,21,6.52705882352941,425,195,0.458823529411765
"107","claude-3-7-sonnet-20250219","benchmark_SpatialSim_3B",19.92,25,6.57575757575758,495,228,0.460606060606061
"108","claude-3-7-sonnet-20250219","benchmark_SpatialSim_3C",19.0666666666667,30,6.50522648083624,574,257,0.447735191637631
"109","claude-3-7-sonnet-20250219","benchmark_SpatialSim_3D",18.8,25,6.59148936170213,470,230,0.48936170212766
"110","claude-3-7-sonnet-20250219","lung_Cancer_spatialCCI_3A",35.1764705882353,17,7.12395309882747,597,244,0.408710217755444
"111","claude-3-7-sonnet-20250219","lung_Cancer_spatialCCI_3B",20.8636363636364,22,6.64835164835165,455,215,0.472527472527473
"112","claude-3-7-sonnet-20250219","lung_Cancer_spatialdomains_4A",15.4545454545455,33,5.77886497064579,511,211,0.412915851272016
"113","claude-3-7-sonnet-20250219","lung_Cancer_spatialdomains_4B",21.8888888888889,18,6.4819587628866,388,179,0.461340206185567
"114","claude-3-7-sonnet-20250219","lung_Cancer_spatiallocations_1A",18.9655172413793,29,5.98611111111111,576,242,0.420138888888889
"115","claude-3-7-sonnet-20250219","lung_Cancer_spatiallocations_1B",38.2,10,6.32887700534759,374,169,0.451871657754011
"116","claude-3-7-sonnet-20250219","lung_Cancer_umap_2A",30.3333333333333,27,6.389369592089,809,256,0.316440049443758
"117","claude-3-7-sonnet-20250219","lung_Cancer_umap_2B",21.88,25,6.62825278810409,538,206,0.382899628252788
"118","gemini-2.0-flash","Breast_Cancer_spatialCCI_3A",15.1428571428571,56,5.77456647398844,865,359,0.415028901734104
"119","gemini-2.0-flash","Breast_Cancer_spatialCCI_3B",15.4827586206897,29,5.65442764578834,463,222,0.479481641468682
"120","gemini-2.0-flash","Breast_Cancer_spatialdomains_4A",23.65625,32,5.99448275862069,725,294,0.40551724137931
"121","gemini-2.0-flash","Breast_Cancer_spatialdomains_4B",22.7,20,6.33552631578947,456,234,0.513157894736842
"122","gemini-2.0-flash","Breast_Cancer_spatiallocations_1A",16.0789473684211,38,5.59018987341772,632,233,0.368670886075949
"123","gemini-2.0-flash","Breast_Cancer_spatiallocations_1B",19.7894736842105,19,5.61357702349869,383,175,0.456919060052219
"124","gemini-2.0-flash","Breast_Cancer_umap_2A",26.1290322580645,31,5.65588615782665,773,297,0.384217335058215
"125","gemini-2.0-flash","Breast_Cancer_umap_2B",16.2820512820513,39,5.71899529042386,637,255,0.400313971742543
"126","gemini-2.0-flash","Covid_CCI_10A",24.25,12,5.52491694352159,301,137,0.45514950166113
"127","gemini-2.0-flash","Covid_CCI_10B",25.8,20,5.50533049040512,469,217,0.462686567164179
"128","gemini-2.0-flash","Covid_CCI_10C",21.5333333333333,15,5.8622754491018,334,162,0.48502994011976
"129","gemini-2.0-flash","Covid_CCI_10D",27.0769230769231,13,5.42349726775956,366,171,0.467213114754098
"130","gemini-2.0-flash","Covid_CCI_11A",15.4285714285714,21,6.02102102102102,333,141,0.423423423423423
"131","gemini-2.0-flash","Covid_CCI_11B",22.7619047619048,21,6.03232323232323,495,212,0.428282828282828
"132","gemini-2.0-flash","Covid_CCI_11C",12.3846153846154,39,5.32177263969171,519,230,0.443159922928709
"133","gemini-2.0-flash","Covid_CCI_11D",19.2916666666667,24,5.86749482401656,483,219,0.453416149068323
"134","gemini-2.0-flash","Covid_CCI_1A",18.1935483870968,31,6.19478260869565,575,252,0.438260869565217
"135","gemini-2.0-flash","Covid_CCI_1B",20.4210526315789,19,6.06818181818182,396,167,0.421717171717172
"136","gemini-2.0-flash","Covid_CCI_1C",13.0714285714286,28,5.62015503875969,387,187,0.483204134366925
"137","gemini-2.0-flash","Covid_CCI_1D",24.8421052631579,19,6.18036072144289,499,196,0.392785571142285
"138","gemini-2.0-flash","Covid_CCI_2A",15,23,5.48066298342541,362,172,0.475138121546961
"139","gemini-2.0-flash","Covid_CCI_2B",25,7,5.75138121546961,181,108,0.596685082872928
"140","gemini-2.0-flash","Covid_CCI_2C",14.125,24,5.67796610169492,354,170,0.480225988700565
"141","gemini-2.0-flash","Covid_CCI_2D",21.5625,16,5.6043956043956,364,155,0.425824175824176
"142","gemini-2.0-flash","Covid_CCI_3A",18.5384615384615,26,5.87423935091278,493,231,0.468559837728195
"143","gemini-2.0-flash","Covid_CCI_3B",54.3333333333333,33,5.42511346444781,1322,485,0.366868381240545
"144","gemini-2.0-flash","Covid_CCI_3C",21.65,20,5.81578947368421,456,202,0.442982456140351
"145","gemini-2.0-flash","Covid_CCI_3D",23.5882352941176,17,5.87619047619048,420,176,0.419047619047619
"146","gemini-2.0-flash","Covid_CCI_5A",19.9642857142857,28,5.85113835376532,571,241,0.422066549912434
"147","gemini-2.0-flash","Covid_CCI_5B",44.2083333333333,48,4.95639097744361,1330,460,0.345864661654135
"148","gemini-2.0-flash","Covid_CCI_5C",16.1785714285714,28,5.87418655097614,461,196,0.425162689804772
"149","gemini-2.0-flash","Covid_CCI_5D",31.6842105263158,19,5.42448979591837,490,187,0.381632653061225
"150","gemini-2.0-flash","Covid_CCI_6A",18.5666666666667,30,5.79153094462541,614,240,0.390879478827362
"151","gemini-2.0-flash","Covid_CCI_6B",14.9615384615385,52,5.75757575757576,825,359,0.435151515151515
"152","gemini-2.0-flash","Covid_CCI_6C",22.5384615384615,26,6.40930979133226,623,245,0.393258426966292
"153","gemini-2.0-flash","Covid_CCI_6D",18.304347826087,46,5.82385730211817,897,338,0.376811594202899
"154","gemini-2.0-flash","Covid_CCI_7A",16.3333333333333,18,5.95819935691318,311,125,0.401929260450161
"155","gemini-2.0-flash","Covid_CCI_7B",30.1212121212121,33,5.73381294964029,834,276,0.330935251798561
"156","gemini-2.0-flash","Covid_CCI_7C",11.9310344827586,29,5.94428969359331,359,158,0.440111420612813
"157","gemini-2.0-flash","Covid_CCI_7D",12.4782608695652,46,5.23809523809524,588,221,0.375850340136054
"158","gemini-2.0-flash","Covid_CCI_8A",18.7727272727273,22,5.90993071593534,433,211,0.48729792147806
"159","gemini-2.0-flash","Covid_CCI_8B",23,21,5.95028680688337,523,208,0.397705544933078
"160","gemini-2.0-flash","Covid_CCI_8C",15,11,5.52173913043478,184,80,0.434782608695652
"161","gemini-2.0-flash","Covid_CCI_8D",21.6842105263158,19,5.91647855530474,443,185,0.417607223476298
"162","gemini-2.0-flash","Covid_CCI_9A",20.0740740740741,27,5.7864768683274,562,251,0.446619217081851
"163","gemini-2.0-flash","Covid_CCI_9B",25.7307692307692,26,5.83549783549784,693,283,0.408369408369408
"164","gemini-2.0-flash","Covid_CCI_9C",22.9285714285714,14,5.48048048048048,333,144,0.432432432432432
"165","gemini-2.0-flash","Covid_CCI_9D",22.0857142857143,35,5.75251256281407,796,352,0.442211055276382
"166","gemini-2.0-flash","Covid_DE_1",15.5238095238095,63,5.16924778761062,904,417,0.461283185840708
"167","gemini-2.0-flash","Covid_DE_2A",15.3870967741935,31,4.97216699801193,503,237,0.47117296222664
"168","gemini-2.0-flash","Covid_DE_3A",16.0263157894737,38,5.34379905808477,637,318,0.499215070643642
"169","gemini-2.0-flash","Covid_DE_4A",15.9298245614035,57,5.55787037037037,864,385,0.445601851851852
"170","gemini-2.0-flash","Covid_DE_5A",16.551724137931,29,5.45884773662551,486,255,0.524691358024691
"171","gemini-2.0-flash","Covid_Pathway_1A",10.725,40,5.11777777777778,450,221,0.491111111111111
"172","gemini-2.0-flash","Covid_Pathway_1B",23.4117647058824,17,5.72167487684729,406,196,0.482758620689655
"173","gemini-2.0-flash","Covid_Pathway_1C",21.952380952381,42,5.45758661887694,837,350,0.41816009557945
"174","gemini-2.0-flash","Covid_Pathway_2A",13.6829268292683,41,5.27871621621622,592,343,0.579391891891892
"175","gemini-2.0-flash","Covid_Pathway_2B",12.6166666666667,60,5.44544287548139,779,358,0.459563543003851
"176","gemini-2.0-flash","Covid_Pathway_2C",18.4411764705882,34,5.49174917491749,606,296,0.488448844884488
"177","gemini-2.0-flash","Covid_pathway_3A",25.6666666666667,24,5.47603305785124,605,255,0.421487603305785
"178","gemini-2.0-flash","Covid_pathway_3B",15.969696969697,33,5.58333333333333,540,257,0.475925925925926
"179","gemini-2.0-flash","Covid_pathway_4A",28,20,5.63166666666667,600,236,0.393333333333333
"180","gemini-2.0-flash","Covid_pathway_4B",23,16,5.6490765171504,379,172,0.453825857519789
"181","gemini-2.0-flash","Covid_pathway_5A",18.8148148148148,27,5.85849056603774,530,241,0.454716981132075
"182","gemini-2.0-flash","Covid_pathway_5B",20.3125,16,5.47590361445783,332,144,0.433734939759036
"183","gemini-2.0-flash","Covid_pathway_6A",41.0476190476191,21,5.71127633209418,807,342,0.423791821561338
"184","gemini-2.0-flash","Covid_pathway_6B",24.2352941176471,17,5.80841121495327,428,189,0.441588785046729
"185","gemini-2.0-flash","Covid_pathway_7A",34.75,16,5.86075949367089,553,225,0.406871609403255
"186","gemini-2.0-flash","Covid_pathway_7B",17.4285714285714,42,5.74113009198423,761,339,0.445466491458607
"187","gemini-2.0-flash","Covid_pathway_8A",24.9285714285714,14,5.90489130434783,368,181,0.491847826086957
"188","gemini-2.0-flash","Covid_pathway_8B",19.4642857142857,28,5.8363309352518,556,258,0.464028776978417
"189","gemini-2.0-flash","Covid_pathway_9A",22.9310344827586,29,5.46397694524496,694,308,0.443804034582133
"190","gemini-2.0-flash","Covid_pathway_9B",17.3703703703704,54,5.41006423982869,934,379,0.405781584582441
"191","gemini-2.0-flash","Ghist_ClassifyR_1A",22.4761904761905,21,5.81589958158996,478,200,0.418410041841004
"192","gemini-2.0-flash","Ghist_ClassifyR_1B",17.55,20,5.84122562674095,359,176,0.49025069637883
"193","gemini-2.0-flash","Ghist_ClassifyR_1C",22.9615384615385,26,4.92880794701987,604,224,0.370860927152318
"194","gemini-2.0-flash","Ghist_ClassifyR_2A",16.952380952381,21,5.66037735849057,371,201,0.54177897574124
"195","gemini-2.0-flash","Ghist_ClassifyR_2B",18.55,20,5.65075376884422,398,209,0.525125628140704
"196","gemini-2.0-flash","Ghist_ClassifyR_2C",24.5555555555556,18,5.71812080536913,447,206,0.460850111856823
"197","gemini-2.0-flash","Ghist_ClassifyR_3A",21.8333333333333,12,5.37867647058824,272,129,0.474264705882353
"198","gemini-2.0-flash","Ghist_ClassifyR_3B",20.7857142857143,14,5.63192182410423,307,159,0.517915309446254
"199","gemini-2.0-flash","Ghist_ClassifyR_3C",47.3333333333333,21,5.83178654292343,862,296,0.34338747099768
"200","gemini-2.0-flash","Ghist_ClassifyR_4A",16.7777777777778,18,5.3258785942492,313,166,0.530351437699681
"201","gemini-2.0-flash","Ghist_ClassifyR_4B",19.9583333333333,24,5.762,500,233,0.466
"202","gemini-2.0-flash","Kidney_DE_1",45.7333333333333,15,5.4989939637827,497,284,0.571428571428571
"203","gemini-2.0-flash","Kidney_DE_2",22.1153846153846,26,5.91549295774648,568,275,0.484154929577465
"204","gemini-2.0-flash","Kidney_Pathway_3A",13.925,40,5.43304347826087,575,270,0.469565217391304
"205","gemini-2.0-flash","Kidney_Pathway_3B",17.8139534883721,43,5.5139353400223,897,380,0.423634336677815
"206","gemini-2.0-flash","Kidney_Pathway_3C",26.5714285714286,14,5.93455497382199,382,180,0.471204188481675
"207","gemini-2.0-flash","Kidney_Pathway_4A",23.5384615384615,26,5.60096930533118,619,240,0.387722132471729
"208","gemini-2.0-flash","Kidney_Pathway_4B",12.6086956521739,46,5.40168067226891,595,305,0.512605042016807
"209","gemini-2.0-flash","Kidney_Pathway_4C",21.25,28,5.8198347107438,605,207,0.342148760330579
"210","gemini-2.0-flash","Kidney_pathway_1A",30,27,5.80171358629131,817,386,0.472460220318237
"211","gemini-2.0-flash","Kidney_pathway_1B",22.5263157894737,19,6.17482517482518,429,195,0.454545454545455
"212","gemini-2.0-flash","Kidney_pathway_2",18.1666666666667,24,5.75213675213675,468,229,0.489316239316239
"213","gemini-2.0-flash","Kidney_pathway_5A",40.1470588235294,34,6.16453674121406,1252,370,0.295527156549521
"214","gemini-2.0-flash","Metabric_ClassifyR_4C",18.2162162162162,37,5.67205882352941,680,318,0.467647058823529
"215","gemini-2.0-flash","benchmark_SpatialSim_1A",20.6923076923077,39,6.07769423558897,798,342,0.428571428571429
"216","gemini-2.0-flash","benchmark_SpatialSim_1B",22.1739130434783,23,6.35867446393762,513,238,0.463937621832359
"217","gemini-2.0-flash","benchmark_SpatialSim_1C",17.9333333333333,15,6.17407407407407,270,138,0.511111111111111
"218","gemini-2.0-flash","benchmark_SpatialSim_1D",22.6666666666667,24,6.27272727272727,550,261,0.474545454545455
"219","gemini-2.0-flash","benchmark_SpatialSim_2A",30.3181818181818,22,5.28892733564014,578,296,0.512110726643599
"220","gemini-2.0-flash","benchmark_SpatialSim_2B",25.6071428571429,28,5.58490566037736,636,311,0.488993710691824
"221","gemini-2.0-flash","benchmark_SpatialSim_2C",17.6923076923077,26,5.39913232104121,461,216,0.468546637744035
"222","gemini-2.0-flash","benchmark_SpatialSim_2D",18.5526315789474,38,5.76288659793814,776,294,0.378865979381443
"223","gemini-2.0-flash","benchmark_SpatialSim_3A",21.3333333333333,18,6.28205128205128,390,179,0.458974358974359
"224","gemini-2.0-flash","benchmark_SpatialSim_3B",23.8461538461538,26,6.42880258899676,618,291,0.470873786407767
"225","gemini-2.0-flash","benchmark_SpatialSim_3C",23.8823529411765,17,5.82566585956416,413,194,0.469733656174334
"226","gemini-2.0-flash","benchmark_SpatialSim_3D",18.7647058823529,34,6.02978056426332,638,284,0.445141065830721
"227","gemini-2.0-flash","lung_Cancer_spatialCCI_3A",22.0425531914894,47,6.14431082331175,1081,342,0.316373728029602
"228","gemini-2.0-flash","lung_Cancer_spatialCCI_3B",13.1081081081081,37,6.05432595573441,497,230,0.462776659959759
"229","gemini-2.0-flash","lung_Cancer_spatialdomains_4A",19.2258064516129,31,5.97058823529412,578,274,0.474048442906574
"230","gemini-2.0-flash","lung_Cancer_spatialdomains_4B",23.5882352941176,17,6,404,219,0.542079207920792
"231","gemini-2.0-flash","lung_Cancer_spatiallocations_1A",14.7407407407407,27,6.25925925925926,405,147,0.362962962962963
"232","gemini-2.0-flash","lung_Cancer_spatiallocations_1B",23.2,15,5.61325966850829,362,174,0.480662983425414
"233","gemini-2.0-flash","lung_Cancer_umap_2A",12.4864864864865,37,5.76041666666667,480,228,0.475
"234","gemini-2.0-flash","lung_Cancer_umap_2B",20.1052631578947,19,6.03108808290155,386,176,0.455958549222798
"235","gpt-4o","Breast_Cancer_spatialCCI_3A",16.4375,32,6.15009380863039,533,289,0.542213883677298
"236","gpt-4o","Breast_Cancer_spatialCCI_3B",24.2307692307692,13,6.68421052631579,323,177,0.547987616099071
"237","gpt-4o","Breast_Cancer_spatialdomains_4A",25.8888888888889,18,6.50655021834061,458,230,0.502183406113537
"238","gpt-4o","Breast_Cancer_spatialdomains_4B",18.5862068965517,29,6.6610800744879,537,287,0.534450651769088
"239","gpt-4o","Breast_Cancer_spatiallocations_1A",24.24,25,6.33114754098361,610,267,0.437704918032787
"240","gpt-4o","Breast_Cancer_spatiallocations_1B",27,16,6.47563805104408,431,226,0.524361948955916
