CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Report_name,Authors,Google.Folder,Data,Task.Category
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,A,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,A,No,Kidney_pathway_1B.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,Yes,Kidney_pathway_1A.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,E,No,Kidney_pathway_1A.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,No,Kidney_pathway_1A.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,Yes,Kidney_pathway_1A.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,o1-2024-12-17,E,Yes,Kidney_pathway_1B.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,gpt-5.6-sol,C,No,Kidney_pathway_1B.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,claude-opus-5,C,Yes,Kidney_pathway_1B.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,o1-2024-12-17,A,Yes,Kidney_pathway_1B.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,gpt-5.6-sol,A,No,Kidney_pathway_1B.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,claude-opus-5,A,Yes,Kidney_pathway_1B.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,o1-2024-12-17,B,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,gpt-5.6-sol,B,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,claude-opus-5,B,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,o1-2024-12-17,E,Yes,Kidney_pathway_1B.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1B,claude-opus-5,E,Yes,Kidney_pathway_1B.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,o1-2024-12-17,E,Yes,Kidney_pathway_1A.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,gpt-5.6-sol,A,Yes,Kidney_pathway_1A.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,claude-opus-5,E,Yes,Kidney_pathway_1A.o1-2024-12-17.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,o1-2024-12-17,E,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,gpt-5.6-sol,A,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,claude-opus-5,E,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,o1-2024-12-17,E,Yes,Kidney_pathway_1A.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,3,A,Kidney_pathway_1A,claude-opus-5,E,Yes,Kidney_pathway_1A.claude-opus-5.txt,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,o1-2024-12-17,D,Yes,Kidney_DE_1.o1-2024-12-17.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,gpt-5.6-sol,D,Yes,Kidney_DE_1.o1-2024-12-17.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,claude-opus-5,D,Yes,Kidney_DE_1.o1-2024-12-17.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,o1-2024-12-17,D,Yes,Kidney_DE_1.gpt-5.6-sol.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,gpt-5.6-sol,D,Yes,Kidney_DE_1.gpt-5.6-sol.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,claude-opus-5,D,Yes,Kidney_DE_1.gpt-5.6-sol.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,o1-2024-12-17,D,Yes,Kidney_DE_1.gemini-3.6-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,gpt-5.6-sol,D,Yes,Kidney_DE_1.gemini-3.6-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,claude-opus-5,D,Yes,Kidney_DE_1.gemini-3.6-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,o1-2024-12-17,D,Yes,Kidney_DE_1.claude-opus-5.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,gpt-5.6-sol,D,Yes,Kidney_DE_1.claude-opus-5.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,1,D,Kidney_DE_1,claude-opus-5,D,Yes,Kidney_DE_1.claude-opus-5.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,o1-2024-12-17,B,Yes,Kidney_DE_1.o1-2024-12-17.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,gpt-5.6-sol,B,No,Kidney_DE_1.o1-2024-12-17.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,claude-opus-5,B,No,Kidney_DE_1.o1-2024-12-17.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,o1-2024-12-17,B,Yes,Kidney_DE_1.gpt-5.6-sol.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,gpt-5.6-sol,B,Yes,Kidney_DE_1.gpt-5.6-sol.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,claude-opus-5,B,Yes,Kidney_DE_1.gpt-5.6-sol.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,o1-2024-12-17,B,Yes,Kidney_DE_1.gemini-3.6-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,gpt-5.6-sol,B,Yes,Kidney_DE_1.gemini-3.6-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,claude-opus-5,B,Yes,Kidney_DE_1.gemini-3.6-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,o1-2024-12-17,B,Yes,Kidney_DE_1.claude-opus-5.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,gpt-5.6-sol,B,Yes,Kidney_DE_1.claude-opus-5.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,2,B,Kidney_DE_1,claude-opus-5,B,Yes,Kidney_DE_1.claude-opus-5.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,o1-2024-12-17,B,Yes,Kidney_DE_1.o1-2024-12-17.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,gpt-5.6-sol,B,Yes,Kidney_DE_1.o1-2024-12-17.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,claude-opus-5,B,Yes,Kidney_DE_1.o1-2024-12-17.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,o1-2024-12-17,B,Yes,Kidney_DE_1.gpt-5.6-sol.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,gpt-5.6-sol,B,Yes,Kidney_DE_1.gpt-5.6-sol.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,claude-opus-5,B,Yes,Kidney_DE_1.gpt-5.6-sol.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,o1-2024-12-17,B,Yes,Kidney_DE_1.gemini-3.6-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,gpt-5.6-sol,B,Yes,Kidney_DE_1.gemini-3.6-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,claude-opus-5,B,Yes,Kidney_DE_1.gemini-3.6-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,o1-2024-12-17,B,Yes,Kidney_DE_1.claude-opus-5.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,gpt-5.6-sol,B,Yes,Kidney_DE_1.claude-opus-5.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,claude-opus-5,B,Yes,Kidney_DE_1.claude-opus-5.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_pathway_2,1,A,Kidney_pathway_2,o1-2024-12-17,A,Yes,Kidney_pathway_2.o1-2024-12-17.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,gpt-5.6-sol,A,Yes,Kidney_pathway_2.o1-2024-12-17.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,claude-opus-5,A,Yes,Kidney_pathway_2.o1-2024-12-17.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,o1-2024-12-17,A,Yes,Kidney_pathway_2.gpt-5.6-sol.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,gpt-5.6-sol,A,Yes,Kidney_pathway_2.gpt-5.6-sol.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,claude-opus-5,A,Yes,Kidney_pathway_2.gpt-5.6-sol.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,o1-2024-12-17,A,Yes,Kidney_pathway_2.gemini-3.6-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,gpt-5.6-sol,A,Yes,Kidney_pathway_2.gemini-3.6-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,claude-opus-5,A,Yes,Kidney_pathway_2.gemini-3.6-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,o1-2024-12-17,A,Yes,Kidney_pathway_2.claude-opus-5.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,gpt-5.6-sol,A,Yes,Kidney_pathway_2.claude-opus-5.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,claude-opus-5,A,Yes,Kidney_pathway_2.claude-opus-5.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,o1-2024-12-17,B,Yes,Kidney_pathway_2.o1-2024-12-17.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gpt-5.6-sol,B,Yes,Kidney_pathway_2.o1-2024-12-17.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,claude-opus-5,C,No,Kidney_pathway_2.o1-2024-12-17.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,o1-2024-12-17,B,Yes,Kidney_pathway_2.gpt-5.6-sol.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gpt-5.6-sol,B,Yes,Kidney_pathway_2.gpt-5.6-sol.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,claude-opus-5,B,Yes,Kidney_pathway_2.gpt-5.6-sol.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,o1-2024-12-17,B,Yes,Kidney_pathway_2.gemini-3.6-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gpt-5.6-sol,B,Yes,Kidney_pathway_2.gemini-3.6-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,claude-opus-5,B,Yes,Kidney_pathway_2.gemini-3.6-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,o1-2024-12-17,B,Yes,Kidney_pathway_2.claude-opus-5.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gpt-5.6-sol,B,Yes,Kidney_pathway_2.claude-opus-5.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,claude-opus-5,B,Yes,Kidney_pathway_2.claude-opus-5.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,o1-2024-12-17,A,Yes,Kidney_pathway_2.o1-2024-12-17.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gpt-5.6-sol,A,Yes,Kidney_pathway_2.o1-2024-12-17.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,claude-opus-5,A,Yes,Kidney_pathway_2.o1-2024-12-17.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,o1-2024-12-17,A,Yes,Kidney_pathway_2.gpt-5.6-sol.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gpt-5.6-sol,A,Yes,Kidney_pathway_2.gpt-5.6-sol.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,claude-opus-5,A,Yes,Kidney_pathway_2.gpt-5.6-sol.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,o1-2024-12-17,A,Yes,Kidney_pathway_2.gemini-3.6-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gpt-5.6-sol,A,Yes,Kidney_pathway_2.gemini-3.6-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,claude-opus-5,A,Yes,Kidney_pathway_2.gemini-3.6-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,o1-2024-12-17,A,Yes,Kidney_pathway_2.claude-opus-5.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gpt-5.6-sol,A,Yes,Kidney_pathway_2.claude-opus-5.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,claude-opus-5,E,Yes,Kidney_pathway_2.claude-opus-5.txt,DK,Pathway,Kidney,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,o1-2024-12-17,A,No,Covid_CCI_1A.o1-2024-12-17.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gpt-5.6-sol,A,No,Covid_CCI_1A.o1-2024-12-17.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,claude-opus-5,A,No,Covid_CCI_1A.o1-2024-12-17.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,o1-2024-12-17,E,No,Covid_CCI_1A.gpt-5.6-sol.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gpt-5.6-sol,B,No,Covid_CCI_1A.gpt-5.6-sol.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,claude-opus-5,B,No,Covid_CCI_1A.gpt-5.6-sol.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,o1-2024-12-17,B,Yes,Covid_CCI_1A.gemini-3.6-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gpt-5.6-sol,B,Yes,Covid_CCI_1A.gemini-3.6-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,claude-opus-5,B,Yes,Covid_CCI_1A.gemini-3.6-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,o1-2024-12-17,E,No,Covid_CCI_1A.claude-opus-5.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gpt-5.6-sol,C,No,Covid_CCI_1A.claude-opus-5.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,claude-opus-5,D,No,Covid_CCI_1A.claude-opus-5.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,o1-2024-12-17,E,No,Covid_CCI_1B.o1-2024-12-17.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,gpt-5.6-sol,A,No,Covid_CCI_1B.o1-2024-12-17.txt,YC,CCI,COVID,Biological Inference
