CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Report_name,Authors,Google Folder,Data,Task Category
Kidney_DE_1,3,B,Kidney_DE_1,claude-3-7-sonnet-20250219,B,Yes,Kidney_DE_1.gemini-2.0-flash.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,gpt-4o,B,Yes,Kidney_DE_1.claude-3-7-sonnet-20250219.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,gemini-2.0-flash,B,Yes,Kidney_DE_1.claude-3-7-sonnet-20250219.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_DE_1,3,B,Kidney_DE_1,claude-3-7-sonnet-20250219,B,Yes,Kidney_DE_1.claude-3-7-sonnet-20250219.txt,DK,DE,Kidney,Descriptive - information retrival
Kidney_pathway_2,1,A,Kidney_pathway_2,gpt-4o,A,Yes,Kidney_pathway_2.gpt-4o.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,gemini-2.0-flash,A,Yes,Kidney_pathway_2.gpt-4o.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,claude-3-7-sonnet-20250219,A,Yes,Kidney_pathway_2.gpt-4o.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,gpt-4o,A,Yes,Kidney_pathway_2.gemini-2.0-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,gemini-2.0-flash,A,Yes,Kidney_pathway_2.gemini-2.0-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,claude-3-7-sonnet-20250219,A,Yes,Kidney_pathway_2.gemini-2.0-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,gpt-4o,E,Yes,Kidney_pathway_2.claude-3-7-sonnet-20250219.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,gemini-2.0-flash,A,Yes,Kidney_pathway_2.claude-3-7-sonnet-20250219.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,1,A,Kidney_pathway_2,claude-3-7-sonnet-20250219,A,Yes,Kidney_pathway_2.claude-3-7-sonnet-20250219.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gpt-4o,E,No,Kidney_pathway_2.gpt-4o.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gemini-2.0-flash,D,Yes,Kidney_pathway_2.gpt-4o.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,claude-3-7-sonnet-20250219,E,No,Kidney_pathway_2.gpt-4o.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gpt-4o,E,No,Kidney_pathway_2.gemini-2.0-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gemini-2.0-flash,A,No,Kidney_pathway_2.gemini-2.0-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,claude-3-7-sonnet-20250219,E,No,Kidney_pathway_2.gemini-2.0-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gpt-4o,B,Yes,Kidney_pathway_2.claude-3-7-sonnet-20250219.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,gemini-2.0-flash,B,Yes,Kidney_pathway_2.claude-3-7-sonnet-20250219.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,2,B,Kidney_pathway_2,claude-3-7-sonnet-20250219,B,Yes,Kidney_pathway_2.claude-3-7-sonnet-20250219.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gpt-4o,A,Yes,Kidney_pathway_2.gpt-4o.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gemini-2.0-flash,A,Yes,Kidney_pathway_2.gpt-4o.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,claude-3-7-sonnet-20250219,A,Yes,Kidney_pathway_2.gpt-4o.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gpt-4o,A,Yes,Kidney_pathway_2.gemini-2.0-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gemini-2.0-flash,A,Yes,Kidney_pathway_2.gemini-2.0-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,claude-3-7-sonnet-20250219,A,Yes,Kidney_pathway_2.gemini-2.0-flash.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gpt-4o,A,Yes,Kidney_pathway_2.claude-3-7-sonnet-20250219.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,gemini-2.0-flash,A,Yes,Kidney_pathway_2.claude-3-7-sonnet-20250219.txt,DK,Pathway,Kidney,Biological Inference
Kidney_pathway_2,3,A,Kidney_pathway_2,claude-3-7-sonnet-20250219,A,Yes,Kidney_pathway_2.claude-3-7-sonnet-20250219.txt,DK,Pathway,Kidney,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gpt-4o,A,Yes,Covid_CCI_1A.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gemini-2.0-flash,B,Yes,Covid_CCI_1A.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,claude-3-7-sonnet-20250219,A,Yes,Covid_CCI_1A.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gpt-4o,D,No,Covid_CCI_1A.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gemini-2.0-flash,E,No,Covid_CCI_1A.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,claude-3-7-sonnet-20250219,A,No,Covid_CCI_1A.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gpt-4o,A,No,Covid_CCI_1A.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,gemini-2.0-flash,A,Yes,Covid_CCI_1A.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1A,claude-3-7-sonnet-20250219,B,Yes,Covid_CCI_1A.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,gpt-4o,A,No,Covid_CCI_1B.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,gemini-2.0-flash,A,Yes,Covid_CCI_1B.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,claude-3-7-sonnet-20250219,A,No,Covid_CCI_1B.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,gpt-4o,A,Yes,Covid_CCI_1B.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,gemini-2.0-flash,A,Yes,Covid_CCI_1B.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,claude-3-7-sonnet-20250219,A,Yes,Covid_CCI_1B.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,gpt-4o,B,Yes,Covid_CCI_1B.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,gemini-2.0-flash,B,Yes,Covid_CCI_1B.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1B,claude-3-7-sonnet-20250219,B,Yes,Covid_CCI_1B.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1C,gpt-4o,D,No,Covid_CCI_1C.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1C,gemini-2.0-flash,E,Yes,Covid_CCI_1C.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1C,claude-3-7-sonnet-20250219,B,Yes,Covid_CCI_1C.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1C,gpt-4o,B,No,Covid_CCI_1C.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1C,gemini-2.0-flash,E,No,Covid_CCI_1C.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1C,claude-3-7-sonnet-20250219,B,Yes,Covid_CCI_1C.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1C,gpt-4o,A,No,Covid_CCI_1C.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1C,gemini-2.0-flash,A,Yes,Covid_CCI_1C.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1C,claude-3-7-sonnet-20250219,B,Yes,Covid_CCI_1C.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1D,gpt-4o,B,No,Covid_CCI_1D.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1D,gemini-2.0-flash,A,Yes,Covid_CCI_1D.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1D,claude-3-7-sonnet-20250219,A,Yes,Covid_CCI_1D.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1D,gpt-4o,E,No,Covid_CCI_1D.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1D,gemini-2.0-flash,A,Yes,Covid_CCI_1D.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1D,claude-3-7-sonnet-20250219,A,Yes,Covid_CCI_1D.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1D,gpt-4o,A,Yes,Covid_CCI_1D.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1D,gemini-2.0-flash,A,Yes,Covid_CCI_1D.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,1,B,Covid_CCI_1D,claude-3-7-sonnet-20250219,A,Yes,Covid_CCI_1D.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1A,gpt-4o,C,Yes,Covid_CCI_1A.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1A,gemini-2.0-flash,C,Yes,Covid_CCI_1A.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1A,claude-3-7-sonnet-20250219,C,Yes,Covid_CCI_1A.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1A,gpt-4o,C,Yes,Covid_CCI_1A.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1A,gemini-2.0-flash,C,Yes,Covid_CCI_1A.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1A,claude-3-7-sonnet-20250219,C,Yes,Covid_CCI_1A.gemini-2.0-flash.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1A,gpt-4o,E,No,Covid_CCI_1A.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1A,gemini-2.0-flash,E,Yes,Covid_CCI_1A.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1A,claude-3-7-sonnet-20250219,C,Yes,Covid_CCI_1A.claude-3-7-sonnet-20250219.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1B,gpt-4o,C,Yes,Covid_CCI_1B.gpt-4o.txt,YC,CCI,COVID,Biological Inference
Covid_CCI_1,2,C,Covid_CCI_1B,gemini-2.0-flash,C,Yes,Covid_CCI_1B.gpt-4o.txt,YC,CCI,COVID,Biological Inference
